,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long
4207065,"5953 S Elizabeth St 2, Chicago, IL 60636",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4207065,41.785335,-87.655514
4208623,"6955 S Maplewood Ave 1, Chicago, IL 60629",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4208623,41.7667,-87.687
4208937,"1630 S Karlov Ave 3, Chicago, IL 60623",1290,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4208937,41.857855,-87.727712
4216546,"7822 S Ingleside Ave , Chicago, IL 60619",1300,House,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-House/4216546,41.7524,-87.6019
4216551,"11741 S Sangamon St 2, Chicago, IL 60643",1300,Apt,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4216551,41.6802,-87.6453
4216558,"12354 S Lowe Ave , Chicago, IL 60628",1300,House,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4216558,41.669,-87.6383
4216570,"12231 S Loomis St , Chicago, IL 60643",1300,House,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-House/4216570,41.6712,-87.656
4216591,"3638 W Thomas St 1, Chicago, IL 60651",950,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4216591,41.90104,-87.717954
4216608,"8954 S Bishop St , Chicago, IL 60620",1300,House,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4216608,41.7306,-87.6595
4217122,"1735 W 79th St , Chicago, IL 60620",755,Apt,1.0,1.0,Yes,Available Now,(312) 361-3145,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4217122,41.7501,-87.6673
4218995,"5455 S Ingleside Ave 2w, Chicago, IL 60615",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4218995,41.7961,-87.6023
4225725,"9421 S Burnside Ave , Chicago, IL 60619",1500,House,3.5,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-3-full-bathroom-rental-House/4225725,41.7232,-87.6059
4225729,"7346 S Yale Ave 1, Chicago, IL 60621",1000,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4225729,41.7603,-87.6312
4225731,"7346 S Yale Ave 2, Chicago, IL 60621",1000,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4225731,41.7603,-87.6312
4226320,"1541 S Kostner Ave 1, Chicago, IL 60623",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4226320,41.859354,-87.734396
4228732,"9528 S Avenue N 1, Chicago, IL 60617",900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4228732,41.7224327,-87.5389131
4229161,"7615 S Morgan St B, Chicago, IL 60620",1100,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4229161,41.755539,-87.64865
4229262,"7409 S Yates Blvd Yates, Chicago, IL 60649",680,Apt,1.0,1.0,Yes,Available Now,(312) 361-3145,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4229262,41.7604,-87.566
4231039,"7439 S Harvard Ave , Chicago, IL 60621",1000,Apt,1.0,4.0,Yes,Available Now,(773) 317-3767,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4231039,41.7587,-87.6329
4235267,"5953 S Prairie Ave , Chicago, IL 60637",1200,Townhouse,1.5,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Townhouse-Villa/4235267,41.786,-87.6185
4235275,"4510 S Lowe Ave 1f, Chicago, IL 60609",950,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4235275,41.8123,-87.6421
4235277,"4510 S Lowe Ave 1r, Chicago, IL 60609",800,Apt,1.0,1.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4235277,41.8123,-87.6421
4235279,"4510 S Lowe Ave 2, Chicago, IL 60609",1350,Apt,1.5,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4235279,41.8123,-87.6421
4235281,"7807 S Burnham Ave , Chicago, IL 60649",1600,House,2.0,6.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/6-bedroom-2-bathroom-rental-House/4235281,41.7533,-87.5566
4235356,"8138 S Escanaba Ave , Chicago, IL 60617",1400,House,2.0,5.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-House/4235356,41.7471,-87.5544
4240747,"7325 S Luella Ave , Chicago, IL 60649",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4240747,41.7618,-87.5697
4242043,"8106 S Coles Ave , Chicago, IL 60617",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4242043,41.748022,-87.549528
4244305,"8001 S Marshfield Ave , Chicago, IL 60620",735,Apt,1.0,1.0,Yes,Available Now,(312) 361-3145,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4244305,41.7484,-87.6642
4244350,"7263 S Coles Ave , Chicago, IL 60649",930,Apt,1.0,2.0,Yes,Available Now,(312) 361-3145,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4244350,41.7636,-87.5621
4244920,"5566 W Van Buren St 3, Chicago, IL 60644",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4244920,41.8747375,-87.7642785
4249712,"11111 S Vernon Ave , Chicago, IL 60628",790,Apt,1.0,1.0,Yes,Available Now,(312) 361-3145,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4249712,41.6923,-87.6121
4251059,"7625 S Yates Blvd Several, Chicago, IL 60649",1250,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4251059,41.756358,-87.565956
4251086,"2912 W Marquette Rd , Chicago, IL 60629",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4251086,41.772,-87.6962
4256793,"9911 S Hoxie Ave , Chicago, IL 60617",1000,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4256793,41.715,-87.5606
4256797,"7827 S Marquette Ave , Chicago, IL 60649",1050,Apt,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4256797,41.7529,-87.558
4260904,"1956 E 73rd Pl Apt 2 , Chicago, IL 60649",1350,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4260904,41.7628,-87.577
4263171,"11658 S Carpenter St , Chicago, IL 60643",1400,House,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-House/4263171,41.6815,-87.6485
4263530,"5132 W Van Buren St 1, Chicago, IL 60644",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4263530,41.875114,-87.7546519
4266807,"11429 S Calumet Ave , Chicago, IL 60628",900,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4266807,41.686372,-87.614053
4266815,"7800 S Paulina St , Chicago, IL 60620",750,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4266815,41.751968,-87.666245
4269461,"7255 S Constance Ave 3, Chicago, IL 60649",695,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4269461,41.7629523,-87.5804993
4271580,"10501 S Avenue  2, Chicago, IL 60617",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4271580,41.7446979,-87.5491004
4271988,"142 E 114th Pl 2, Chicago, IL 60628",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4271988,41.686524,-87.619188
4272173,"11634 S Princeton Ave 1, Chicago, IL 60628",1050,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4272173,41.682366,-87.6301749
4272359,"11845 S Union Ave 1, Chicago, IL 60628",900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4272359,41.6783618,-87.6390746
4272363,"1446 S Harding Ave 1, Chicago, IL 60623",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4272363,41.861127,-87.724129
4272726,"7014 S Calumet Ave , Chicago, IL 60637",900,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4272726,41.767,-87.6174
4272735,"850 N Hamlin Ave , Chicago, IL 60651",900,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4272735,41.8969,-87.7216
4273137,"7442 S Eberhart Ave , Chicago, IL 60619",900,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4273137,41.759,-87.613
4273531,"1445 W 72nd St , Chicago, IL 60636",1400,House,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-House/4273531,41.7629,-87.6607
4274104,"6637 S Greenwood Ave , Chicago, IL 60637",900,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4274104,41.773893,-87.599352
4274287,"646 E 62nd St  2, Chicago, IL 60637",997,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4274287,41.7823,-87.609
4274670,"7628 S Sangamon St , Chicago, IL 60620",1400,Apt,2.0,5.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-Apt/4274670,41.7551,-87.6481
4275075,"423 N Lawndale Ave , Chicago, IL 60624",900,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4275075,41.8888,-87.7182
4275079,"4557 S Wabash Ave , Chicago, IL 60653",1200,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4275079,41.8114,-87.6241
4275084,"10118 S May St , Chicago, IL 60643",1600,House,2.0,5.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-House/4275084,41.7098,-87.6518
4276320,"6526 S Drexel Ave , Chicago, IL 60637",1000,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4276320,41.776,-87.6037
4277228,"10655 S May St 1, Chicago, IL 60643",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4277228,41.699732,-87.650253
4280126,"4815 W Quincy St 2, Chicago, IL 60644",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4280126,41.877428,-87.745855
4280518,"7341 S Emerald Ave , Chicago, IL 60621",1150,Apt,1.0,4.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4280518,41.7604,-87.6427
4280535,"6555 S Talman Ave 1, Chicago, IL 60629",1100,Apt,1.0,3.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4280535,41.774,-87.6892
4281004,"6716 S Clyde Ave 2s, Chicago, IL 60649",1200,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4281004,41.772864,-87.57438
4281353,"10538 S Avenue L  , Chicago, IL 60617",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4281353,41.7034,-87.5368
4281665,"2743 W Jackson Blvd , Chicago, IL 60612",1200,Duplex,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Duplex/4281665,41.8772,-87.6954
4282668,"7352 S Yale Ave 1, Chicago, IL 60621",1200,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4282668,41.760207,-87.63122
4283022,"9335 S South Chicago Ave , Chicago, IL 60617",1200,Apt,1.0,3.0,Yes,Available Now,(773) 317-3767,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4283022,41.726,-87.5496
4283724,"5317 W Ferdinand St 1st Fl, Chicago, IL 60644",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4283724,41.888611,-87.758593
4283730,"5317 W Ferdinand St 2, Chicago, IL 60644",1400,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4283730,41.888611,-87.758593
4284069,"6530 S Greenwood Ave 2, Chicago, IL 60637",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4284069,41.7759289,-87.5997532
4285561,"7011 S Throop St , Chicago, IL 60636",1300,House,2.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-House/4285561,41.7664,-87.6562
4285629,"742 S California Ave , Chicago, IL 60612",1200,Apt,2.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4285629,41.8716,-87.6963
4285631,"7011 S Throop St , Chicago, IL 60636",1200,Apt,2.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4285631,41.7664,-87.6562
4286983,"2520 W 70th St , Chicago, IL 60629",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4286983,41.7666,-87.6866
4287385,"6158 S Langley Ave 2, Chicago, IL 60637",1090,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4287385,41.7824,-87.6088
4289086,"7738 S Lowe Ave , Chicago, IL 60620",1400,House,2.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-House/4289086,41.7532,-87.6408
4289090,"11223 S Vernon Ave , Chicago, IL 60628",1400,House,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-House/4289090,41.6902,-87.6118
4289094,"8200 S Saginaw Ave , Chicago, IL 60617",1400,House,1.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-House/4289094,41.7462,-87.5604
4289099,"423 N Lawndale Ave 1, Chicago, IL 60624",900,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4289099,41.888821,-87.718198
4289100,"4557 S Wabash Ave 2, Chicago, IL 60653",1200,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4289100,41.8114,-87.6241
4289388,"3050 E 91st St , Chicago, IL 60617",700,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4289388,41.7304,-87.5492
4289891,"350 E 71st St  , Chicago, IL 60619",750,Apt,1.0,2.0,Yes,Available Now,(312) 569-0470,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4289891,41.7658,-87.6162
4290602,"6350 S Langley Ave 2, Chicago, IL 60637",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4290602,41.7789,-87.6087
4291462,"1629 S Hamlin Ave , Chicago, IL 60623",1000,Apt,1.0,3.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4291462,41.858,-87.7197
4291603,"7350 S Yale Ave , Chicago, IL 60621",1300,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4291603,41.7603,-87.6312
4291679,"8028 S Ellis Ave 2, Chicago, IL 60619",975,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4291679,41.7487,-87.6006
4292674,"7810 S Constance Ave , Chicago, IL 60649",800,Apt,3.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-3-bathroom-rental-Apt/4292674,41.752983,-87.580026
4294785,"7700 S Saint Lawrence Ave 1, Chicago, IL 60619",1200,Duplex,2.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Duplex/4294785,41.7547,-87.6105
4296337,"10401 S Avenue M 2, Chicago, IL 60617",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4296337,41.7062594,-87.537374
4296404,"6319 S Ellis Ave 2, Chicago, IL 60637",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4296404,41.7798106,-87.6004269
4296542,"11588 S State St , Chicago, IL 60628",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4296542,41.6827958,-87.6230658
4297072,"10401 S Avenue M 1, Chicago, IL 60617",1300,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4297072,41.7062594,-87.537374
4300237,"9626 S Ewing Ave 2, Chicago, IL 60617",1050,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4300237,41.720487,-87.535657
4302194,"9231 S Ellis Ave , Chicago, IL 60619",1400,House,2.0,4.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-House/4302194,41.7267,-87.5994
4302198,"5817 S Wabash Ave 2, Chicago, IL 60637",1100,Apt,1.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4302198,41.7887,-87.6234
4302203,"819 N Laramie Ave 2, Chicago, IL 60651",1000,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4302203,41.8953,-87.7556
4302747,"218 E 79th St 2, Chicago, IL 60619",1300,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4302747,41.751146,-87.6188885
4302965,"6448 S Peoria St 1, Chicago, IL 60621",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4302965,41.7764,-87.6471
